latitude,longitude,elevation,station_name,year,month,tavg,tmax,tmin,prcp
18.6833,12.9167,355.0,Bilma,1998,8,34.5,42.1,26.7,0.5
18.6833,12.9167,355.0,Bilma,1998,9,33.0,41.1,25.0,4.0
18.6833,12.9167,355.0,Bilma,1998,10,28.7,,20.8,0.0
18.6833,12.9167,355.0,Bilma,1998,11,22.2,31.9,12.5,0.0
18.6833,12.9167,355.0,Bilma,1998,12,18.4,29.9,9.0,0.0
18.6833,12.9167,355.0,Bilma,1999,1,,,,0.0
18.6833,12.9167,355.0,Bilma,1999,2,20.3,24.6,11.4,0.0
18.6833,12.9167,355.0,Bilma,1999,3,26.3,36.4,16.3,0.0
18.6833,12.9167,355.0,Bilma,1999,4,30.2,39.3,20.4,0.0
18.6833,12.9167,355.0,Bilma,1999,5,,,,0.5
18.6833,12.9167,355.0,Bilma,1999,6,,,,0.0
18.6833,12.9167,355.0,Bilma,1999,7,,,,0.5
18.6833,12.9167,355.0,Bilma,1999,8,,,,16.0
18.6833,12.9167,355.0,Bilma,1999,10,27.6,37.6,17.6,0.0
18.6833,12.9167,355.0,Bilma,1999,11,22.3,32.6,12.0,0.0
18.6833,12.9167,355.0,Bilma,1999,12,,,,0.0
18.6833,12.9167,355.0,Bilma,2000,1,,,,0.0
18.6833,12.9167,355.0,Bilma,2000,2,,,,0.0
18.6833,12.9167,355.0,Bilma,2000,3,23.3,33.1,13.1,0.0
18.6833,12.9167,355.0,Bilma,2000,4,29.9,40.4,18.9,0.0
18.6833,12.9167,355.0,Bilma,2000,6,33.5,42.5,24.0,0.5
18.6833,12.9167,355.0,Bilma,2000,7,33.9,41.8,,0.5
18.6833,12.9167,355.0,Bilma,2000,8,33.8,41.8,25.7,0.5
18.6833,12.9167,355.0,Bilma,2000,9,31.5,41.2,21.9,0.0
18.6833,12.9167,355.0,Bilma,2000,10,27.6,37.7,17.0,0.0
18.6833,12.9167,355.0,Bilma,2000,11,22.1,,,0.0
18.6833,12.9167,355.0,Bilma,2000,12,16.5,27.3,6.0,0.0
18.6833,12.9167,355.0,Bilma,2001,1,16.7,27.1,,0.0
18.6833,12.9167,355.0,Bilma,2001,2,18.5,27.9,8.7,0.0
18.6833,12.9167,355.0,Bilma,2001,3,24.8,,,0.0
18.6833,12.9167,355.0,Bilma,2001,4,31.4,40.0,21.4,0.0
18.6833,12.9167,355.0,Bilma,2001,5,32.9,,,0.0
18.6833,12.9167,355.0,Bilma,2001,6,33.6,,,
18.6833,12.9167,355.0,Bilma,2001,7,34.1,,,23.0
18.6833,12.9167,355.0,Bilma,2001,8,34.7,42.4,26.8,0.0
18.6833,12.9167,355.0,Bilma,2001,10,26.9,36.3,16.8,0.0
18.6833,12.9167,355.0,Bilma,2001,11,22.4,,,0.0
18.6833,12.9167,355.0,Bilma,2001,12,,,,0.0
18.6833,12.9167,355.0,Bilma,2002,1,,,,0.0
18.6833,12.9167,355.0,Bilma,2002,2,18.5,28.7,7.7,0.0
18.6833,12.9167,355.0,Bilma,2002,3,24.3,,,0.0
18.6833,12.9167,355.0,Bilma,2002,4,30.9,40.5,21.3,0.0
18.6833,12.9167,355.0,Bilma,2002,5,32.3,42.8,20.8,0.0
18.6833,12.9167,355.0,Bilma,2002,6,33.7,,,0.0
18.6833,12.9167,355.0,Bilma,2002,7,34.6,43.4,25.4,0.0
18.6833,12.9167,355.0,Bilma,2002,8,34.5,42.9,26.5,0.5
18.6833,12.9167,355.0,Bilma,2002,9,33.3,42.3,24.1,0.0
18.6833,12.9167,355.0,Bilma,2002,10,28.6,37.4,19.7,0.0
18.6833,12.9167,355.0,Bilma,2002,11,21.4,31.9,11.4,0.0
18.6833,12.9167,355.0,Bilma,2002,12,18.1,28.9,7.6,0.0
18.6833,12.9167,355.0,Bilma,2003,1,17.9,28.0,7.2,0.0
18.6833,12.9167,355.0,Bilma,2003,2,20.3,,,0.0
18.6833,12.9167,355.0,Bilma,2003,3,23.1,,,0.0
18.6833,12.9167,355.0,Bilma,2003,4,30.5,,,0.0
18.6833,12.9167,355.0,Bilma,2003,5,30.8,41.7,19.6,0.5
18.6833,12.9167,355.0,Bilma,2003,6,34.3,42.3,27.6,0.5
18.6833,12.9167,355.0,Bilma,2003,7,,,,0.0
18.6833,12.9167,355.0,Bilma,2003,8,35.2,42.6,,2.0
18.6833,12.9167,355.0,Bilma,2003,9,32.4,41.3,23.2,0.0
18.6833,12.9167,355.0,Bilma,2003,10,28.7,,,6.0
18.6833,12.9167,355.0,Bilma,2003,11,23.1,33.4,13.0,0.0
18.6833,12.9167,355.0,Bilma,2003,12,17.2,27.2,7.7,0.0
18.6833,12.9167,355.0,Bilma,2004,1,17.8,26.9,8.2,0.0
18.6833,12.9167,355.0,Bilma,2004,2,19.5,29.6,9.4,0.0
18.6833,12.9167,355.0,Bilma,2004,6,34.9,43.8,25.0,0.0
18.6833,12.9167,355.0,Bilma,2004,7,34.2,,,0.5
18.6833,12.9167,355.0,Bilma,2004,8,33.6,42.0,25.4,31.0
18.6833,12.9167,355.0,Bilma,2004,9,30.5,40.9,20.6,0.0
18.6833,12.9167,355.0,Bilma,2004,10,27.3,37.9,17.2,0.0
18.6833,12.9167,355.0,Bilma,2004,11,23.4,33.7,13.9,0.0
18.6833,12.9167,355.0,Bilma,2004,12,19.6,29.8,,0.0
18.6833,12.9167,355.0,Bilma,2005,1,16.8,25.6,8.3,0.0
18.6833,12.9167,355.0,Bilma,2005,2,24.5,33.8,15.9,0.0
18.6833,12.9167,355.0,Bilma,2005,3,26.7,36.5,16.9,0.0
18.6833,12.9167,355.0,Bilma,2005,4,30.0,39.7,19.8,0.5
18.6833,12.9167,355.0,Bilma,2005,5,32.1,,,0.0
18.6833,12.9167,355.0,Bilma,2005,6,34.9,42.9,27.1,3.0
18.6833,12.9167,355.0,Bilma,2005,7,34.2,,,1.0
18.6833,12.9167,355.0,Bilma,2005,8,34.0,41.9,26.1,5.0
18.6833,12.9167,355.0,Bilma,2005,9,32.2,41.7,22.6,0.0
18.6833,12.9167,355.0,Bilma,2005,10,28.0,,,0.0
18.6833,12.9167,355.0,Bilma,2005,11,21.1,32.5,10.0,0.0
18.6833,12.9167,355.0,Bilma,2005,12,19.1,28.9,9.2,0.0
18.6833,12.9167,355.0,Bilma,2006,1,19.8,,,0.0
18.6833,12.9167,355.0,Bilma,2006,2,22.9,32.6,13.1,0.0
18.6833,12.9167,355.0,Bilma,2006,3,24.6,35.1,13.9,0.0
18.6833,12.9167,355.0,Bilma,2006,4,28.0,39.4,16.9,0.0
18.6833,12.9167,355.0,Bilma,2006,5,33.1,42.6,23.3,0.0
18.6833,12.9167,355.0,Bilma,2006,6,34.2,42.2,24.5,0.0
18.6833,12.9167,355.0,Bilma,2006,7,34.3,42.9,25.4,2.0
18.6833,12.9167,355.0,Bilma,2006,9,32.5,41.7,22.8,5.0
18.6833,12.9167,355.0,Bilma,2006,10,,,,0.0
18.6833,12.9167,355.0,Bilma,2006,11,22.2,30.2,10.6,0.0
18.6833,12.9167,355.0,Bilma,2006,12,16.2,26.8,5.9,0.0
18.6833,12.9167,355.0,Bilma,2007,1,15.6,25.9,5.7,0.0
18.6833,12.9167,355.0,Bilma,2007,2,21.3,31.1,11.0,0.0
18.6833,12.9167,355.0,Bilma,2007,3,23.7,,,0.0
18.6833,12.9167,355.0,Bilma,2007,4,31.9,41.6,22.8,0.0
18.6833,12.9167,355.0,Bilma,2007,5,33.3,43.4,23.6,0.0
18.6833,12.9167,355.0,Bilma,2007,6,34.9,44.2,21.5,0.0
18.6833,12.9167,355.0,Bilma,2007,7,34.3,44.4,26.0,5.0
18.6833,12.9167,355.0,Bilma,2007,8,33.9,41.6,26.7,4.0
18.6833,12.9167,355.0,Bilma,2007,9,31.6,40.8,22.6,0.0
18.6833,12.9167,355.0,Bilma,2007,10,28.0,,,0.0
18.6833,12.9167,355.0,Bilma,2007,11,23.2,33.9,13.5,0.0
18.6833,12.9167,355.0,Bilma,2007,12,18.5,28.3,9.3,0.0
18.6833,12.9167,355.0,Bilma,2008,1,16.0,24.5,8.0,0.5
18.6833,12.9167,355.0,Bilma,2008,3,25.7,36.0,15.1,0.0
18.6833,12.9167,355.0,Bilma,2008,4,27.9,38.4,16.8,0.5
18.6833,12.9167,355.0,Bilma,2008,5,33.4,40.9,24.9,2.0
18.6833,12.9167,355.0,Bilma,2008,6,34.3,43.9,24.7,0.0
18.6833,12.9167,355.0,Bilma,2008,7,34.5,43.0,26.6,3.0
18.6833,12.9167,355.0,Bilma,2008,8,33.8,41.9,26.6,9.0
18.6833,12.9167,355.0,Bilma,2008,9,33.2,42.3,24.4,0.0
18.6833,12.9167,355.0,Bilma,2008,10,28.2,38.0,18.3,0.0
18.6833,12.9167,355.0,Bilma,2008,11,22.1,33.6,11.3,0.0
18.6833,12.9167,355.0,Bilma,2008,12,19.8,29.5,11.1,0.0
18.6833,12.9167,355.0,Bilma,2009,1,19.9,30.0,10.4,0.0
18.6833,12.9167,355.0,Bilma,2009,2,22.0,32.3,12.3,0.0
18.6833,12.9167,355.0,Bilma,2009,3,25.3,34.7,15.5,0.0
18.6833,12.9167,355.0,Bilma,2009,4,32.1,42.4,23.6,0.0
18.6833,12.9167,355.0,Bilma,2009,5,33.1,41.7,23.6,0.5
18.6833,12.9167,355.0,Bilma,2009,6,34.5,44.1,24.8,0.0
18.6833,12.9167,355.0,Bilma,2009,7,35.3,43.7,27.1,5.0
18.6833,12.9167,355.0,Bilma,2009,8,34.2,42.5,25.4,9.0
18.6833,12.9167,355.0,Bilma,2009,9,33.2,42.7,21.0,0.0
18.6833,12.9167,355.0,Bilma,2009,10,29.1,39.8,21.3,0.0
18.6833,12.9167,355.0,Bilma,2009,11,22.1,32.6,12.4,0.0
18.6833,12.9167,355.0,Bilma,2009,12,18.4,30.4,8.2,0.0
18.6833,12.9167,355.0,Bilma,2010,1,18.7,30.3,8.1,0.0
18.6833,12.9167,355.0,Bilma,2010,3,24.7,36.4,13.7,0.0
18.6833,12.9167,355.0,Bilma,2010,4,31.9,,,0.0
18.6833,12.9167,355.0,Bilma,2010,5,34.5,44.1,25.2,0.0
18.6833,12.9167,355.0,Bilma,2010,6,35.8,45.1,26.1,2.0
18.6833,12.9167,355.0,Bilma,2010,7,34.5,42.3,27.2,5.0
18.6833,12.9167,355.0,Bilma,2010,8,34.7,42.2,27.5,1.0
18.6833,12.9167,355.0,Bilma,2010,9,33.2,41.8,24.6,1.0
18.6833,12.9167,355.0,Bilma,2010,10,30.4,40.7,20.7,0.0
18.6833,12.9167,355.0,Bilma,2010,11,24.2,35.3,12.6,0.0
18.6833,12.9167,355.0,Bilma,2010,12,18.0,29.1,5.6,0.0
18.6833,12.9167,355.0,Bilma,2011,1,17.2,26.8,7.7,0.0
18.6833,12.9167,355.0,Bilma,2011,2,23.1,31.2,15.4,0.0
18.6833,12.9167,355.0,Bilma,2011,3,28.5,,,0.0
18.6833,12.9167,355.0,Bilma,2011,4,29.7,38.6,20.4,0.0
18.6833,12.9167,355.0,Bilma,2011,5,33.3,42.6,24.0,0.0
18.6833,12.9167,355.0,Bilma,2011,6,35.4,44.4,26.0,0.0
18.6833,12.9167,355.0,Bilma,2011,7,35.0,43.5,26.7,1.0
18.6833,12.9167,355.0,Bilma,2011,8,34.3,42.2,26.9,6.0
18.6833,12.9167,355.0,Bilma,2011,9,32.1,41.5,23.0,0.0
18.6833,12.9167,355.0,Bilma,2011,10,29.4,38.2,21.0,0.0
18.6833,12.9167,355.0,Bilma,2011,11,21.1,32.5,10.2,0.0
18.6833,12.9167,355.0,Bilma,2011,12,17.2,26.6,8.3,0.0
18.6833,12.9167,355.0,Bilma,2012,1,17.1,26.0,8.1,0.0
18.6833,12.9167,355.0,Bilma,2012,2,22.6,31.1,15.1,0.0
18.6833,12.9167,355.0,Bilma,2012,3,23.5,32.2,14.5,0.0
18.6833,12.9167,355.0,Bilma,2012,4,32.2,42.1,22.9,0.0
18.6833,12.9167,355.0,Bilma,2012,5,33.7,42.6,24.6,0.0
18.6833,12.9167,355.0,Bilma,2012,6,35.8,43.8,27.2,3.0
18.6833,12.9167,355.0,Bilma,2012,7,35.0,42.8,27.4,0.5
18.6833,12.9167,355.0,Bilma,2012,8,34.0,41.4,26.6,3.0
18.6833,12.9167,355.0,Bilma,2012,9,32.3,41.3,23.8,4.0
18.6833,12.9167,355.0,Bilma,2012,10,28.2,39.0,16.9,0.0
18.6833,12.9167,355.0,Bilma,2012,11,23.8,34.5,14.4,0.0
18.6833,12.9167,355.0,Bilma,2012,12,17.9,28.3,8.5,0.0
18.6833,12.9167,355.0,Bilma,2013,1,17.4,26.7,8.2,0.0
18.6833,12.9167,355.0,Bilma,2013,2,21.1,31.0,11.1,0.0
18.6833,12.9167,355.0,Bilma,2013,3,27.9,39.4,17.0,0.0
18.6833,12.9167,355.0,Bilma,2013,4,29.8,39.6,20.7,5.0
18.6833,12.9167,355.0,Bilma,2013,5,33.4,43.8,23.1,0.0
18.6833,12.9167,355.0,Bilma,2013,6,34.0,43.7,23.9,0.0
18.6833,12.9167,355.0,Bilma,2013,7,34.1,42.6,25.7,2.0
18.6833,12.9167,355.0,Bilma,2013,8,34.0,42.0,26.4,0.0
18.6833,12.9167,355.0,Bilma,2013,9,32.0,41.8,22.1,0.0
18.6833,12.9167,355.0,Bilma,2013,10,26.7,37.2,16.6,0.0
18.6833,12.9167,355.0,Bilma,2013,11,22.4,35.1,11.3,0.0
18.6833,12.9167,355.0,Bilma,2013,12,18.9,28.3,10.0,0.0
18.6833,12.9167,355.0,Bilma,2014,1,18.0,28.2,8.5,0.0
18.6833,12.9167,355.0,Bilma,2014,2,20.1,29.0,11.0,0.0
18.6833,12.9167,355.0,Bilma,2014,3,25.2,35.0,15.0,0.0
18.6833,12.9167,355.0,Bilma,2014,4,31.2,40.8,22.0,1.0
18.6833,12.9167,355.0,Bilma,2014,5,33.1,41.9,23.9,12.0
18.6833,12.9167,355.0,Bilma,2014,6,34.9,44.6,24.1,0.0
18.6833,12.9167,355.0,Bilma,2014,7,34.7,43.7,29.5,0.0
18.6833,12.9167,355.0,Bilma,2014,8,34.4,42.0,27.1,0.0
18.6833,12.9167,355.0,Bilma,2014,9,32.5,41.2,23.9,2.0
18.6833,12.9167,355.0,Bilma,2014,10,27.5,37.6,17.8,0.0
18.6833,12.9167,355.0,Bilma,2014,11,23.4,33.7,13.7,0.0
18.6833,12.9167,355.0,Bilma,2014,12,16.7,27.5,7.1,0.0
18.6833,12.9167,355.0,Bilma,2015,1,15.7,24.7,6.2,0.0
18.6833,12.9167,355.0,Bilma,2015,2,21.1,31.5,11.3,0.0
18.6833,12.9167,355.0,Bilma,2015,3,25.7,34.0,17.5,0.0
18.6833,12.9167,355.0,Bilma,2015,4,25.8,36.6,15.0,0.0
18.6833,12.9167,355.0,Bilma,2015,5,32.5,42.9,22.1,0.0
18.6833,12.9167,355.0,Bilma,2015,6,35.4,44.4,25.8,0.0
18.6833,12.9167,355.0,Bilma,2015,7,35.4,43.5,27.9,0.5
18.6833,12.9167,355.0,Bilma,2015,8,34.7,42.7,27.4,7.0
18.6833,12.9167,355.0,Bilma,2015,9,34.2,,,0.5
18.6833,12.9167,355.0,Bilma,2015,10,30.0,39.2,21.2,0.0
18.6833,12.9167,355.0,Bilma,2015,11,21.8,30.4,12.0,0.0
18.6833,12.9167,355.0,Bilma,2015,12,15.5,24.4,6.6,0.0
18.6833,12.9167,355.0,Bilma,2016,1,16.7,26.3,6.9,0.0
18.6833,12.9167,355.0,Bilma,2016,2,20.5,31.2,9.7,0.0
18.6833,12.9167,355.0,Bilma,2016,3,27.1,36.3,18.6,0.0
18.6833,12.9167,355.0,Bilma,2016,4,31.6,42.0,21.6,0.0
18.6833,12.9167,355.0,Bilma,2016,5,34.6,43.8,24.2,1.0
18.6833,12.9167,355.0,Bilma,2016,6,35.4,43.4,27.4,0.0
18.6833,12.9167,355.0,Bilma,2016,7,34.9,42.8,26.8,3.0
18.6833,12.9167,355.0,Bilma,2016,8,34.3,41.7,27.7,12.0
18.6833,12.9167,355.0,Bilma,2016,9,32.7,41.8,23.7,0.0
18.6833,12.9167,355.0,Bilma,2016,10,26.9,38.3,16.1,0.0
18.6833,12.9167,355.0,Bilma,2016,11,23.9,34.0,14.1,0.0
18.6833,12.9167,355.0,Bilma,2016,12,20.8,28.7,12.2,0.0
18.6833,12.9167,355.0,Bilma,2017,1,17.7,27.0,8.3,0.0
18.6833,12.9167,355.0,Bilma,2017,2,19.9,29.1,10.7,0.0
18.6833,12.9167,355.0,Bilma,2017,3,25.1,33.1,15.6,0.0
18.6833,12.9167,355.0,Bilma,2017,4,29.0,38.6,19.4,0.0
18.6833,12.9167,355.0,Bilma,2017,5,33.4,43.6,22.7,0.0
18.6833,12.9167,355.0,Bilma,2017,6,36.0,43.8,28.3,0.5
18.6833,12.9167,355.0,Bilma,2017,7,34.6,42.9,26.5,0.5
18.6833,12.9167,355.0,Bilma,2017,8,34.3,41.8,27.4,2.0
18.6833,12.9167,355.0,Bilma,2017,9,32.6,42.5,22.6,0.0
18.6833,12.9167,355.0,Bilma,2017,10,27.8,37.0,18.6,0.0
18.6833,12.9167,355.0,Bilma,2017,11,21.4,31.7,11.8,0.0
18.6833,12.9167,355.0,Bilma,2017,12,18.2,27.3,9.8,0.0
18.6833,12.9167,355.0,Bilma,2018,1,16.8,26.3,7.8,0.0
18.6833,12.9167,355.0,Bilma,2018,2,22.5,33.0,11.6,0.0
18.6833,12.9167,355.0,Bilma,2018,3,25.8,37.4,14.7,0.0
18.6833,12.9167,355.0,Bilma,2018,4,30.4,41.0,19.1,0.0
18.6833,12.9167,355.0,Bilma,2018,5,34.3,44.3,23.8,0.0
18.6833,12.9167,355.0,Bilma,2018,6,34.9,44.6,25.0,2.0
18.6833,12.9167,355.0,Bilma,2018,7,34.8,43.6,26.9,2.0
18.6833,12.9167,355.0,Bilma,2018,8,33.5,40.8,26.6,7.0
18.6833,12.9167,355.0,Bilma,2018,9,33.8,41.7,25.8,5.0
18.6833,12.9167,355.0,Bilma,2018,10,31.5,40.6,21.9,0.0
18.6833,12.9167,355.0,Bilma,2018,11,23.4,33.4,12.6,0.0
18.6833,12.9167,355.0,Bilma,2018,12,16.5,26.1,7.4,0.0
18.6833,12.9167,355.0,Bilma,2019,1,15.6,25.7,5.9,0.0
18.6833,12.9167,355.0,Bilma,2019,2,18.8,27.4,10.0,0.0
18.6833,12.9167,355.0,Bilma,2019,3,26.1,34.2,18.1,0.0
18.6833,12.9167,355.0,Bilma,2019,4,30.1,39.4,20.7,0.0
18.6833,12.9167,355.0,Bilma,2019,5,34.6,44.0,24.4,1.0
18.6833,12.9167,355.0,Bilma,2019,6,35.6,44.1,26.8,0.0
18.6833,12.9167,355.0,Bilma,2019,7,35.8,43.5,28.0,3.0
18.6833,12.9167,355.0,Bilma,2019,8,33.7,41.0,26.6,40.0
18.6833,12.9167,355.0,Bilma,2019,9,32.5,41.9,23.4,1.0
18.6833,12.9167,355.0,Bilma,2019,10,30.9,39.6,22.4,0.0
18.6833,12.9167,355.0,Bilma,2019,11,25.6,35.7,15.1,0.0
18.6833,12.9167,355.0,Bilma,2019,12,17.7,28.2,7.4,0.0
18.6833,12.9167,355.0,Bilma,2020,1,16.9,25.7,8.5,0.0
18.6833,12.9167,355.0,Bilma,2020,2,19.3,28.8,9.5,0.0
18.6833,12.9167,355.0,Bilma,2020,3,25.4,35.7,14.7,0.0
18.6833,12.9167,355.0,Bilma,2020,4,32.0,42.1,20.6,0.0
18.6833,12.9167,355.0,Bilma,2020,5,32.6,42.8,22.6,0.5
18.6833,12.9167,355.0,Bilma,2020,6,35.3,45.0,26.0,0.0
18.6833,12.9167,355.0,Bilma,2020,7,34.8,43.1,26.1,0.5
18.6833,12.9167,355.0,Bilma,2020,8,33.5,40.5,26.8,8.0
18.6833,12.9167,355.0,Bilma,2020,9,33.1,42.0,24.5,0.5
18.6833,12.9167,355.0,Bilma,2020,10,28.4,39.4,18.0,0.0
18.6833,12.9167,355.0,Bilma,2020,11,21.9,31.3,12.7,0.0
18.6833,12.9167,355.0,Bilma,2020,12,20.2,30.5,9.2,0.0
18.6833,12.9167,355.0,Bilma,2021,1,19.6,30.3,9.0,0.0
18.6833,12.9167,355.0,Bilma,2021,2,19.4,28.9,9.6,0.0
18.6833,12.9167,355.0,Bilma,2021,3,25.5,34.8,16.5,0.0
18.6833,12.9167,355.0,Bilma,2021,4,29.3,40.2,17.6,0.0
18.6833,12.9167,355.0,Bilma,2021,5,32.3,43.8,20.3,0.0
18.6833,12.9167,355.0,Bilma,2021,6,34.6,44.0,24.4,0.0
18.6833,12.9167,355.0,Bilma,2021,7,34.7,43.3,27.6,23.0
18.6833,12.9167,355.0,Bilma,2021,8,34.8,42.5,27.3,4.0
18.6833,12.9167,355.0,Bilma,2021,9,32.3,41.3,23.6,3.0
18.6833,12.9167,355.0,Bilma,2021,10,28.7,38.5,19.8,1.0
18.6833,12.9167,355.0,Bilma,2021,11,24.8,35.6,14.9,0.0
18.6833,12.9167,355.0,Bilma,2021,12,17.5,26.8,8.6,0.0
18.6833,12.9167,355.0,Bilma,2022,1,15.7,24.0,7.7,0.0
18.6833,12.9167,355.0,Bilma,2022,2,17.7,28.2,7.1,0.0
18.6833,12.9167,355.0,Bilma,2022,3,24.4,33.5,15.2,0.0
18.6833,12.9167,355.0,Bilma,2022,4,30.3,41.9,19.9,0.0
18.6833,12.9167,355.0,Bilma,2022,5,33.0,42.2,23.2,0.0
18.6833,12.9167,355.0,Bilma,2022,6,34.9,43.6,25.1,0.5
18.6833,12.9167,355.0,Bilma,2022,7,35.1,42.9,27.4,0.5
18.6833,12.9167,355.0,Bilma,2022,8,34.1,41.6,26.9,12.0
18.6833,12.9167,355.0,Bilma,2022,9,32.9,42.4,24.8,0.0
18.6833,12.9167,355.0,Bilma,2022,10,28.5,36.8,19.9,0.0
18.6833,12.9167,355.0,Bilma,2022,11,20.3,30.5,10.8,0.0
18.6833,12.9167,355.0,Bilma,2022,12,18.3,28.8,8.7,0.0
18.6833,12.9167,355.0,Bilma,2023,1,17.1,27.6,7.3,0.0
18.6833,12.9167,355.0,Bilma,2023,2,20.5,28.9,11.0,0.0
18.6833,12.9167,355.0,Bilma,2023,3,27.5,36.4,16.5,0.0
18.6833,12.9167,355.0,Bilma,2023,4,30.0,39.7,20.4,0.0
18.6833,12.9167,355.0,Bilma,2023,5,33.5,43.3,24.0,0.0
18.6833,12.9167,355.0,Bilma,2023,6,35.8,44.2,27.9,4.0
18.6833,12.9167,355.0,Bilma,2023,7,35.5,44.3,26.7,0.0
18.6833,12.9167,355.0,Bilma,2023,8,34.8,42.6,27.3,0.5
18.6833,12.9167,355.0,Bilma,2023,9,34.0,42.8,25.4,0.0
18.6833,12.9167,355.0,Bilma,2023,10,28.0,37.0,19.9,5.0
18.6833,12.9167,355.0,Bilma,2023,11,23.8,34.0,14.1,0.0
18.6833,12.9167,355.0,Bilma,2023,12,18.0,28.2,8.9,0.0
18.6833,12.9167,355.0,Bilma,2024,1,17.7,27.4,8.1,0.0
18.6833,12.9167,355.0,Bilma,2024,2,20.0,29.7,9.9,0.0
18.6833,12.9167,355.0,Bilma,2024,3,26.7,37.0,17.1,0.0
18.6833,12.9167,355.0,Bilma,2024,4,32.6,41.8,23.4,0.0
18.6833,12.9167,355.0,Bilma,2024,5,34.5,45.0,25.5,0.0
18.6833,12.9167,355.0,Bilma,2024,6,38.9,46.3,28.2,0.0
18.6833,12.9167,355.0,Bilma,2024,7,36.2,43.3,29.2,1.0
18.6833,12.9167,355.0,Bilma,2024,8,34.0,39.7,27.4,62.0
18.6833,12.9167,355.0,Bilma,2024,9,33.7,40.5,26.9,12.0
18.6833,12.9167,355.0,Bilma,2024,10,28.8,38.8,19.1,0.0
18.6833,12.9167,355.0,Bilma,2024,11,20.8,30.5,11.2,0.0
18.6833,12.9167,355.0,Bilma,2024,12,16.0,26.7,7.1,0.0
18.6833,12.9167,355.0,Bilma,2025,1,18.7,28.2,10.3,0.0
18.6833,12.9167,355.0,Bilma,2025,2,21.5,30.8,12.8,0.0
18.6833,12.9167,355.0,Bilma,2025,3,27.4,37.6,17.4,0.0
18.6833,12.9167,355.0,Bilma,2025,4,29.2,39.7,18.7,0.0
18.6833,12.9167,355.0,Bilma,2025,5,33.1,43.5,23.5,0.0
18.6833,12.9167,355.0,Bilma,2025,6,34.1,43.7,24.3,0.0
18.6833,12.9167,355.0,Bilma,2025,7,35.5,43.0,27.4,0.0
16.9667,7.9833,501.0,Agadez,1994,1,20.4,28.2,,0.0
16.9667,7.9833,501.0,Agadez,1994,2,21.5,30.2,,0.0
16.9667,7.9833,501.0,Agadez,1994,3,29.4,,,0.0
16.9667,7.9833,501.0,Agadez,1994,4,32.5,,,0.0
16.9667,7.9833,501.0,Agadez,1994,5,33.8,41.2,25.9,0.5
16.9667,7.9833,501.0,Agadez,1994,6,34.5,,,0.0
16.9667,7.9833,501.0,Agadez,1994,7,31.3,,,59.0
16.9667,7.9833,501.0,Agadez,1994,8,29.8,,,99.0
16.9667,7.9833,501.0,Agadez,1994,9,30.0,,,67.0
16.9667,7.9833,501.0,Agadez,1994,10,31.7,,,0.5
16.9667,7.9833,501.0,Agadez,1994,11,23.9,,,0.0
16.9667,7.9833,501.0,Agadez,1994,12,19.0,,,0.0
16.9667,7.9833,501.0,Agadez,1995,1,18.2,,,0.0
16.9667,7.9833,501.0,Agadez,1995,2,21.1,29.0,,0.0
16.9667,7.9833,501.0,Agadez,1995,3,28.9,,,0.0
16.9667,7.9833,501.0,Agadez,1995,4,32.6,,,0.0
16.9667,7.9833,501.0,Agadez,1995,5,34.4,,,0.0
16.9667,7.9833,501.0,Agadez,1995,6,35.3,42.6,28.8,0.5
16.9667,7.9833,501.0,Agadez,1995,7,33.0,,,23.0
16.9667,7.9833,501.0,Agadez,1995,8,31.8,39.4,,22.0
16.9667,7.9833,501.0,Agadez,1995,9,33.0,,,5.0
16.9667,7.9833,501.0,Agadez,1995,10,31.1,38.2,23.7,0.0
16.9667,7.9833,501.0,Agadez,1995,11,24.4,32.1,,0.0
16.9667,7.9833,501.0,Agadez,1995,12,23.4,,,0.0
16.9667,7.9833,501.0,Agadez,1996,1,22.9,31.1,,0.0
16.9667,7.9833,501.0,Agadez,1996,2,25.2,33.4,17.4,0.0
16.9667,7.9833,501.0,Agadez,1996,3,28.6,,,0.0
16.9667,7.9833,501.0,Agadez,1996,4,31.0,,,0.0
16.9667,7.9833,501.0,Agadez,1996,5,35.0,,,0.5
16.9667,7.9833,501.0,Agadez,1996,6,34.4,41.5,,5.0
16.9667,7.9833,501.0,Agadez,1996,7,32.9,,,12.0
16.9667,7.9833,501.0,Agadez,1996,8,31.1,,,42.0
16.9667,7.9833,501.0,Agadez,1996,10,30.2,,,0.0
16.9667,7.9833,501.0,Agadez,1996,11,23.2,30.6,,0.0
16.9667,7.9833,501.0,Agadez,1996,12,21.9,,,0.0
16.9667,7.9833,501.0,Agadez,1997,1,,,,0.0
16.9667,7.9833,501.0,Agadez,1997,3,26.8,,,0.0
16.9667,7.9833,501.0,Agadez,1997,4,31.6,,,0.0
16.9667,7.9833,501.0,Agadez,1997,5,34.4,,,6.0
16.9667,7.9833,501.0,Agadez,1997,6,,,,6.0
16.9667,7.9833,501.0,Agadez,1997,9,32.9,39.8,26.4,34.0
16.9667,7.9833,501.0,Agadez,1997,10,32.2,39.3,,0.0
16.9667,7.9833,501.0,Agadez,1997,12,21.1,29.1,13.5,0.0
16.9667,7.9833,501.0,Agadez,1998,1,20.2,28.0,12.5,5.0
16.9667,7.9833,501.0,Agadez,1998,2,24.5,32.0,17.4,0.0
