latitude,longitude,elevation,station_name,year,month,tavg,tmax,tmin,prcp
23.7,-15.8667,10.0,Villa Cisneros,2021,11,21.2,24.5,17.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,12,19.6,23.9,15.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,1,19.4,23.3,15.6,3.0
23.7,-15.8667,10.0,Villa Cisneros,2022,2,20.0,23.7,16.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,3,18.3,21.3,15.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,4,19.4,22.1,16.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,5,20.8,23.7,17.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,6,21.6,24.7,18.6,1.0
23.7,-15.8667,10.0,Villa Cisneros,2022,7,22.6,25.5,19.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,8,21.3,26.0,20.5,8.0
23.7,-15.8667,10.0,Villa Cisneros,2022,9,23.7,26.5,20.9,28.0
23.7,-15.8667,10.0,Villa Cisneros,2022,10,21.9,25.9,19.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,11,20.7,25.8,17.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2022,12,20.9,24.5,17.2,29.0
23.7,-15.8667,10.0,Villa Cisneros,2023,1,18.9,22.7,15.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,2,17.9,21.0,14.8,2.0
23.7,-15.8667,10.0,Villa Cisneros,2023,3,21.0,24.7,17.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,4,20.9,23.8,18.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,5,21.2,24.4,18.1,8.0
23.7,-15.8667,10.0,Villa Cisneros,2023,6,23.3,26.2,20.3,8.0
23.7,-15.8667,10.0,Villa Cisneros,2023,7,23.7,26.7,20.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,8,24.7,28.2,21.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,9,24.1,27.2,20.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,10,25.5,30.2,20.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2023,11,21.3,27.4,18.5,0.5
23.7,-15.8667,10.0,Villa Cisneros,2023,12,19.2,21.4,17.0,1.0
23.7,-15.8667,10.0,Villa Cisneros,2024,1,21.3,26.0,16.5,1.0
23.7,-15.8667,10.0,Villa Cisneros,2024,2,19.8,25.3,16.9,0.5
23.7,-15.8667,10.0,Villa Cisneros,2024,3,18.9,22.0,15.8,2.0
23.7,-15.8667,10.0,Villa Cisneros,2024,4,21.5,25.4,17.5,1.0
23.7,-15.8667,10.0,Villa Cisneros,2024,5,20.8,23.9,17.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2024,6,21.6,24.5,18.6,0.5
23.7,-15.8667,10.0,Villa Cisneros,2024,7,21.8,24.6,18.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2024,8,23.1,26.1,20.1,1.0
23.7,-15.8667,10.0,Villa Cisneros,2024,9,21.2,25.9,19.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2024,10,22.7,26.2,19.3,0.5
23.7,-15.8667,10.0,Villa Cisneros,2024,11,21.1,23.1,19.4,3.0
23.7,-15.8667,10.0,Villa Cisneros,2024,12,,25.1,16.7,1.0
23.7,-15.8667,10.0,Villa Cisneros,2025,1,18.9,23.1,14.7,2.0
23.7,-15.8667,10.0,Villa Cisneros,2025,2,17.1,19.0,15.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2025,3,18.8,22.0,15.6,4.0
23.7,-15.8667,10.0,Villa Cisneros,2025,4,18.9,19.7,17.9,1.0
23.7,-15.8667,10.0,Villa Cisneros,2025,5,20.6,23.5,17.7,1.0
23.7,-15.8667,10.0,Villa Cisneros,2025,6,21.4,24.5,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2025,7,20.6,21.4,19.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,1994,1,12.7,20.4,4.3,7.0
22.7833,5.5167,1378.0,Tamanrasset,1994,2,14.0,22.1,4.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,1994,3,19.8,26.2,12.0,2.0
22.7833,5.5167,1378.0,Tamanrasset,1994,4,21.9,29.1,12.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,1994,5,27.0,33.4,18.3,0.5
22.7833,5.5167,1378.0,Tamanrasset,1994,6,29.5,35.2,21.7,0.5
22.7833,5.5167,1378.0,Tamanrasset,1994,7,29.5,35.2,21.9,3.0
22.7833,5.5167,1378.0,Tamanrasset,1994,8,28.7,34.6,21.6,30.0
22.7833,5.5167,1378.0,Tamanrasset,1994,9,26.9,32.4,20.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,1994,10,22.9,28.4,16.6,48.0
22.7833,5.5167,1378.0,Tamanrasset,1994,11,17.9,24.5,10.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,1994,12,13.2,20.3,5.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,1995,1,10.5,18.0,1.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,1995,2,14.2,21.4,5.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,1995,3,18.3,24.1,12.3,5.0
22.7833,5.5167,1378.0,Tamanrasset,1995,4,22.4,29.2,14.7,0.5
22.7833,5.5167,1378.0,Tamanrasset,1995,5,27.1,33.3,20.2,0.5
22.7833,5.5167,1378.0,Tamanrasset,1995,6,29.6,35.9,22.6,5.0
22.7833,5.5167,1378.0,Tamanrasset,1995,7,30.2,35.8,23.5,0.5
22.7833,5.5167,1378.0,Tamanrasset,1995,8,30.4,36.0,24.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,1995,9,28.9,34.8,22.3,0.5
22.7833,5.5167,1378.0,Tamanrasset,1995,10,23.1,29.8,16.4,7.0
22.7833,5.5167,1378.0,Tamanrasset,1995,11,18.0,25.0,10.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,1995,12,15.0,22.0,7.8,1.0
22.7833,5.5167,1378.0,Tamanrasset,1996,1,14.8,22.7,6.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,1996,2,16.3,23.7,7.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,1996,3,18.7,25.0,11.4,14.0
22.7833,5.5167,1378.0,Tamanrasset,1996,4,22.0,28.3,14.4,20.0
22.7833,5.5167,1378.0,Tamanrasset,1996,5,28.3,34.8,20.7,2.0
22.7833,5.5167,1378.0,Tamanrasset,1996,6,28.5,34.2,21.9,13.0
22.7833,5.5167,1378.0,Tamanrasset,1996,7,29.0,35.4,22.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,1996,8,29.7,35.5,22.9,34.0
22.7833,5.5167,1378.0,Tamanrasset,1996,9,28.6,34.3,21.8,2.0
22.7833,5.5167,1378.0,Tamanrasset,1996,10,23.3,30.5,15.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,1996,11,17.9,24.8,10.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,1996,12,14.9,22.7,6.6,1.0
22.7833,5.5167,1378.0,Tamanrasset,1997,1,14.1,21.2,6.6,0.5
22.7833,5.5167,1378.0,Tamanrasset,1997,2,14.6,21.3,7.0,0.5
22.7833,5.5167,1378.0,Tamanrasset,1997,3,16.9,23.6,8.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,1997,4,22.1,28.8,13.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,1997,5,27.3,33.1,20.7,4.0
22.7833,5.5167,1378.0,Tamanrasset,1997,6,30.0,35.8,22.9,21.0
22.7833,5.5167,1378.0,Tamanrasset,1997,7,30.4,36.0,23.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,1997,8,28.6,34.4,23.0,29.0
22.7833,5.5167,1378.0,Tamanrasset,1997,9,27.2,32.9,20.8,9.0
22.7833,5.5167,1378.0,Tamanrasset,1997,10,24.5,30.9,17.3,0.5
22.7833,5.5167,1378.0,Tamanrasset,1997,11,19.2,26.9,10.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,1997,12,14.2,22.3,5.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,1,13.9,22.1,5.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,2,16.5,23.9,8.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,3,17.0,24.1,8.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,4,25.7,32.8,17.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,5,28.1,34.2,21.4,3.0
22.7833,5.5167,1378.0,Tamanrasset,1998,6,29.7,35.4,23.2,11.0
22.7833,5.5167,1378.0,Tamanrasset,1998,7,30.4,36.1,23.6,11.0
22.7833,5.5167,1378.0,Tamanrasset,1998,8,29.9,35.9,24.0,3.0
22.7833,5.5167,1378.0,Tamanrasset,1998,9,29.1,34.6,23.5,1.0
22.7833,5.5167,1378.0,Tamanrasset,1998,10,24.4,31.0,17.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,11,16.1,24.0,7.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,1998,12,14.9,21.5,8.1,4.0
22.7833,5.5167,1378.0,Tamanrasset,1999,1,12.7,20.3,4.4,0.5
22.7833,5.5167,1378.0,Tamanrasset,1999,2,12.4,20.1,3.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,3,19.3,26.9,10.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,4,25.1,,,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,5,27.9,34.3,20.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,6,29.7,35.4,22.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,7,30.6,36.5,23.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,8,29.2,34.9,23.2,19.0
22.7833,5.5167,1378.0,Tamanrasset,1999,9,28.0,34.0,22.1,20.0
22.7833,5.5167,1378.0,Tamanrasset,1999,10,24.2,30.4,17.5,0.5
22.7833,5.5167,1378.0,Tamanrasset,1999,11,18.7,25.3,11.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,1999,12,13.8,21.3,5.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2000,1,13.3,19.9,6.2,0.5
22.7833,5.5167,1378.0,Tamanrasset,2000,2,13.3,20.6,4.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2000,3,19.1,26.3,10.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2000,4,25.9,33.0,16.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2000,5,28.4,34.7,20.7,0.5
22.7833,5.5167,1378.0,Tamanrasset,2000,6,28.9,34.4,21.8,9.0
22.7833,5.5167,1378.0,Tamanrasset,2000,7,29.5,35.4,22.5,8.0
22.7833,5.5167,1378.0,Tamanrasset,2000,8,28.8,34.4,22.3,0.5
22.7833,5.5167,1378.0,Tamanrasset,2000,9,27.5,33.6,19.6,9.0
22.7833,5.5167,1378.0,Tamanrasset,2000,10,23.5,29.4,16.9,1.0
22.7833,5.5167,1378.0,Tamanrasset,2000,11,18.1,25.3,9.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2000,12,14.4,22.5,5.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,1,13.6,22.4,3.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,2,14.4,22.5,4.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,3,21.0,28.6,11.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,4,22.7,30.2,13.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,5,27.6,34.1,19.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,6,30.0,35.9,22.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,7,30.4,36.3,23.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,8,29.4,35.0,23.1,7.0
22.7833,5.5167,1378.0,Tamanrasset,2001,9,28.9,35.1,21.8,0.5
22.7833,5.5167,1378.0,Tamanrasset,2001,10,23.1,28.6,16.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,11,18.3,25.6,9.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2001,12,15.3,22.7,7.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2002,1,12.7,20.1,4.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2002,2,14.9,22.5,6.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2002,3,19.6,26.7,11.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2002,4,23.3,30.3,16.0,0.5
22.7833,5.5167,1378.0,Tamanrasset,2002,5,28.4,34.5,21.6,2.0
22.7833,5.5167,1378.0,Tamanrasset,2002,6,30.1,35.8,23.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2002,7,30.8,36.9,23.7,3.0
22.7833,5.5167,1378.0,Tamanrasset,2002,8,30.2,36.1,24.0,32.0
22.7833,5.5167,1378.0,Tamanrasset,2002,9,29.1,34.9,22.6,1.0
22.7833,5.5167,1378.0,Tamanrasset,2002,10,22.0,27.6,16.4,80.0
22.7833,5.5167,1378.0,Tamanrasset,2002,11,17.9,24.9,10.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2002,12,15.8,22.8,8.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2003,1,14.2,21.3,6.7,0.5
22.7833,5.5167,1378.0,Tamanrasset,2003,2,15.5,22.8,7.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2003,3,18.7,25.9,10.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2003,4,24.0,31.0,16.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2003,5,27.9,34.5,19.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2003,6,28.8,34.9,22.5,15.0
22.7833,5.5167,1378.0,Tamanrasset,2003,7,30.6,35.8,24.2,1.0
22.7833,5.5167,1378.0,Tamanrasset,2003,8,29.0,34.4,22.6,27.0
22.7833,5.5167,1378.0,Tamanrasset,2003,9,28.4,33.9,22.1,2.0
22.7833,5.5167,1378.0,Tamanrasset,2003,10,24.7,30.8,17.6,1.0
22.7833,5.5167,1378.0,Tamanrasset,2003,11,19.4,26.3,11.6,2.0
22.7833,5.5167,1378.0,Tamanrasset,2003,12,14.0,21.2,5.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,1,13.1,20.1,5.3,1.0
22.7833,5.5167,1378.0,Tamanrasset,2004,2,16.6,23.6,8.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,3,19.1,25.8,11.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,4,24.7,31.3,17.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,5,27.2,33.8,19.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,6,28.9,34.9,22.5,2.0
22.7833,5.5167,1378.0,Tamanrasset,2004,7,29.0,34.9,22.5,12.0
22.7833,5.5167,1378.0,Tamanrasset,2004,8,29.9,35.6,23.3,6.0
22.7833,5.5167,1378.0,Tamanrasset,2004,9,27.4,33.4,20.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,10,24.0,30.2,16.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,11,18.1,25.4,10.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2004,12,15.7,22.8,8.6,0.5
22.7833,5.5167,1378.0,Tamanrasset,2005,1,11.9,19.0,4.4,4.0
22.7833,5.5167,1378.0,Tamanrasset,2005,2,15.3,21.9,8.3,17.0
22.7833,5.5167,1378.0,Tamanrasset,2005,3,20.1,26.6,13.5,34.0
22.7833,5.5167,1378.0,Tamanrasset,2005,4,25.2,32.3,17.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2005,5,28.5,34.8,21.2,0.5
22.7833,5.5167,1378.0,Tamanrasset,2005,6,28.5,34.6,22.4,68.0
22.7833,5.5167,1378.0,Tamanrasset,2005,7,30.5,36.5,23.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2005,8,29.6,35.7,23.0,4.0
22.7833,5.5167,1378.0,Tamanrasset,2005,9,27.9,34.3,21.7,11.0
22.7833,5.5167,1378.0,Tamanrasset,2005,10,24.5,30.5,18.0,32.0
22.7833,5.5167,1378.0,Tamanrasset,2005,11,18.6,25.6,11.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2005,12,14.3,21.8,6.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2006,1,12.6,20.1,4.8,1.0
22.7833,5.5167,1378.0,Tamanrasset,2006,2,16.0,23.5,8.0,4.0
22.7833,5.5167,1378.0,Tamanrasset,2006,3,20.0,28.1,11.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2006,4,24.7,32.1,16.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2006,5,27.6,34.4,20.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2006,6,29.5,35.7,22.8,3.0
22.7833,5.5167,1378.0,Tamanrasset,2006,7,29.7,35.9,23.1,27.0
22.7833,5.5167,1378.0,Tamanrasset,2006,8,30.0,36.3,23.5,2.0
22.7833,5.5167,1378.0,Tamanrasset,2006,9,27.4,34.2,21.4,11.0
22.7833,5.5167,1378.0,Tamanrasset,2006,10,23.7,30.2,17.4,12.0
22.7833,5.5167,1378.0,Tamanrasset,2006,11,16.9,23.9,10.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2006,12,13.7,21.2,6.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2007,1,14.3,22.5,6.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2007,2,16.1,23.8,7.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2007,3,18.8,25.9,11.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2007,4,23.8,31.3,15.4,2.0
22.7833,5.5167,1378.0,Tamanrasset,2007,5,27.0,34.1,19.2,2.0
22.7833,5.5167,1378.0,Tamanrasset,2007,6,30.5,36.9,22.9,0.5
22.7833,5.5167,1378.0,Tamanrasset,2007,7,29.8,35.8,23.5,11.0
22.7833,5.5167,1378.0,Tamanrasset,2007,8,28.8,35.3,22.6,24.0
22.7833,5.5167,1378.0,Tamanrasset,2007,9,27.4,33.7,21.1,1.0
22.7833,5.5167,1378.0,Tamanrasset,2007,10,23.5,31.0,15.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2007,11,18.1,25.9,10.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2007,12,14.2,21.2,7.6,8.0
22.7833,5.5167,1378.0,Tamanrasset,2008,1,10.2,17.9,2.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2008,2,14.9,22.6,7.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2008,3,19.0,27.0,10.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2008,4,23.8,31.0,15.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2008,5,27.5,34.2,19.9,0.5
22.7833,5.5167,1378.0,Tamanrasset,2008,6,30.5,36.8,23.4,6.0
22.7833,5.5167,1378.0,Tamanrasset,2008,7,30.3,36.3,23.6,0.5
22.7833,5.5167,1378.0,Tamanrasset,2008,8,28.9,35.2,22.3,15.0
22.7833,5.5167,1378.0,Tamanrasset,2008,9,28.7,34.9,22.4,1.0
22.7833,5.5167,1378.0,Tamanrasset,2008,10,24.1,30.4,17.8,0.5
22.7833,5.5167,1378.0,Tamanrasset,2008,11,18.2,25.8,10.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2008,12,13.9,21.8,6.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2009,1,13.1,20.3,6.0,2.0
22.7833,5.5167,1378.0,Tamanrasset,2009,2,16.9,24.5,9.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2009,3,20.6,27.6,13.2,0.5
22.7833,5.5167,1378.0,Tamanrasset,2009,4,23.0,30.4,14.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2009,5,26.7,33.6,18.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2009,6,29.5,35.9,23.3,2.0
22.7833,5.5167,1378.0,Tamanrasset,2009,7,30.1,36.3,23.7,6.0
22.7833,5.5167,1378.0,Tamanrasset,2009,8,29.0,35.1,23.0,11.0
22.7833,5.5167,1378.0,Tamanrasset,2009,9,27.7,33.9,21.7,14.0
22.7833,5.5167,1378.0,Tamanrasset,2009,10,24.6,31.1,17.8,0.5
22.7833,5.5167,1378.0,Tamanrasset,2009,11,17.8,25.4,10.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2009,12,16.2,24.4,8.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2010,1,14.5,23.7,5.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2010,2,19.0,26.9,10.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2010,3,21.5,29.1,13.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2010,4,26.3,33.0,19.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2010,5,28.9,35.1,21.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2010,6,30.6,36.4,24.5,22.0
22.7833,5.5167,1378.0,Tamanrasset,2010,7,29.8,36.2,23.6,25.0
22.7833,5.5167,1378.0,Tamanrasset,2010,8,29.3,35.8,23.4,11.0
22.7833,5.5167,1378.0,Tamanrasset,2010,9,27.9,34.4,22.0,17.0
22.7833,5.5167,1378.0,Tamanrasset,2010,10,25.6,31.8,19.5,0.5
22.7833,5.5167,1378.0,Tamanrasset,2010,11,20.0,27.0,12.9,3.0
22.7833,5.5167,1378.0,Tamanrasset,2010,12,16.2,24.8,7.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2011,1,14.2,22.1,6.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2011,2,15.2,22.8,7.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2011,3,22.3,29.0,15.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2011,4,23.7,30.9,15.7,0.5
22.7833,5.5167,1378.0,Tamanrasset,2011,5,27.9,34.4,20.3,2.0
22.7833,5.5167,1378.0,Tamanrasset,2011,6,30.2,36.2,23.6,3.0
22.7833,5.5167,1378.0,Tamanrasset,2011,7,30.1,36.4,23.6,22.0
22.7833,5.5167,1378.0,Tamanrasset,2011,8,29.3,35.8,22.9,12.0
22.7833,5.5167,1378.0,Tamanrasset,2011,9,28.2,34.3,21.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2011,10,22.7,28.6,17.0,47.0
22.7833,5.5167,1378.0,Tamanrasset,2011,11,19.0,26.3,11.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2011,12,13.0,20.3,6.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2012,1,11.4,19.5,3.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2012,2,14.6,21.9,7.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2012,3,17.5,24.8,9.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2012,4,24.2,31.1,16.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2012,5,28.4,34.9,20.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2012,6,30.1,36.3,23.7,1.0
22.7833,5.5167,1378.0,Tamanrasset,2012,7,30.2,36.1,23.7,0.5
22.7833,5.5167,1378.0,Tamanrasset,2012,8,28.3,34.7,22.7,8.0
22.7833,5.5167,1378.0,Tamanrasset,2012,9,27.8,34.1,21.8,3.0
22.7833,5.5167,1378.0,Tamanrasset,2012,10,23.5,30.4,16.4,2.0
22.7833,5.5167,1378.0,Tamanrasset,2012,11,19.5,26.4,12.9,4.0
22.7833,5.5167,1378.0,Tamanrasset,2012,12,15.1,22.4,8.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,1,11.9,20.2,3.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,2,14.6,22.9,5.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,3,21.6,29.6,12.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,4,23.8,31.1,15.5,0.5
22.7833,5.5167,1378.0,Tamanrasset,2013,5,28.3,35.0,20.4,4.0
22.7833,5.5167,1378.0,Tamanrasset,2013,6,31.0,37.2,23.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,7,30.4,36.3,23.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,8,28.9,34.9,23.1,12.0
22.7833,5.5167,1378.0,Tamanrasset,2013,9,27.6,34.2,20.8,13.0
22.7833,5.5167,1378.0,Tamanrasset,2013,10,23.4,30.2,16.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,11,17.7,25.2,10.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2013,12,13.2,20.8,6.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,1,13.9,21.3,6.6,2.0
22.7833,5.5167,1378.0,Tamanrasset,2014,2,15.2,22.7,7.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,3,18.5,25.9,10.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,4,24.8,32.6,16.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,5,27.6,33.7,20.5,15.0
22.7833,5.5167,1378.0,Tamanrasset,2014,6,30.9,37.0,23.8,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,7,31.0,36.9,24.1,4.0
22.7833,5.5167,1378.0,Tamanrasset,2014,8,29.3,35.8,23.3,44.0
22.7833,5.5167,1378.0,Tamanrasset,2014,9,28.4,34.7,22.0,0.5
22.7833,5.5167,1378.0,Tamanrasset,2014,10,23.1,29.6,16.0,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,11,19.0,26.2,12.2,0.0
22.7833,5.5167,1378.0,Tamanrasset,2014,12,12.7,20.2,5.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2015,1,12.1,20.2,4.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2015,2,15.3,22.5,7.7,5.0
22.7833,5.5167,1378.0,Tamanrasset,2015,3,17.0,23.5,10.4,47.0
22.7833,5.5167,1378.0,Tamanrasset,2015,4,23.3,30.9,15.1,0.0
22.7833,5.5167,1378.0,Tamanrasset,2015,5,28.7,35.6,20.3,0.0
22.7833,5.5167,1378.0,Tamanrasset,2015,6,30.6,37.4,22.7,0.0
22.7833,5.5167,1378.0,Tamanrasset,2015,7,29.1,35.6,23.2,13.0
22.7833,5.5167,1378.0,Tamanrasset,2015,8,29.4,36.5,23.4,27.0
22.7833,5.5167,1378.0,Tamanrasset,2015,9,27.8,34.8,21.4,31.0
22.7833,5.5167,1378.0,Tamanrasset,2015,10,25.1,31.9,18.2,5.0
22.7833,5.5167,1378.0,Tamanrasset,2015,11,17.7,24.5,10.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2015,12,13.5,21.2,6.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2016,1,14.8,22.9,7.4,0.0
22.7833,5.5167,1378.0,Tamanrasset,2016,2,16.9,25.2,8.5,0.0
22.7833,5.5167,1378.0,Tamanrasset,2016,3,17.5,25.6,8.9,0.0
22.7833,5.5167,1378.0,Tamanrasset,2016,4,26.0,33.4,17.6,0.0
22.7833,5.5167,1378.0,Tamanrasset,2016,5,29.4,35.9,22.5,2.0
22.7833,5.5167,1378.0,Tamanrasset,2016,6,31.0,37.4,24.7,13.0
22.7833,5.5167,1378.0,Tamanrasset,2016,7,30.1,36.4,24.0,47.0
22.7833,5.5167,1378.0,Tamanrasset,2016,8,28.7,35.6,22.5,36.0
